name,abbreviation,nirf_rank,nirf_rank_year,rating,review_count,state,city,affiliation,founded_year,is_premier,placement_percentage,avg_package,highest_package,description
Calcutta University,CU,,,4.8,108,West Bengal,Kolkata,UGC Recognized,1989,FALSE,94.3,5.8,14.4,"Calcutta University is a renowned institution located in Kolkata, West Bengal. It offers comprehensive higher education programs."
Calcutta University,CU,,,3.5,354,West Bengal,Kolkata,Central University Affiliated,1994,FALSE,83.5,4.3,13.9,"Calcutta University is a renowned institution located in Kolkata, West Bengal. It offers comprehensive higher education programs."
"Calicut University, Thenhipalem",CUT,,,4.9,201,Kerala,Malappuram,AICTE Approved,2000,FALSE,73.9,5.1,16.1,"Calicut University, Thenhipalem is a renowned institution located in Malappuram, Kerala. It offers comprehensive higher education programs."
Cambridge Institute of Technology,CIOT,,,3.5,297,Karnataka,Bengaluru,AICTE Approved,1960,FALSE,63.4,4.3,8.6,"Cambridge Institute of Technology is a renowned institution located in Bengaluru, Karnataka. It offers comprehensive higher education programs."
Cambridge Institute of Technology,CIOT,,,3.5,388,Jharkhand,Ranchi,AICTE Approved,1967,FALSE,79.0,6.2,13.7,"Cambridge Institute of Technology is a renowned institution located in Ranchi, Jharkhand. It offers comprehensive higher education programs."
Canara College,CC,,,4.0,140,Karnataka,Dakshina Kannada,UGC Recognized,2005,FALSE,88.4,5.9,23.2,"Canara College is a renowned institution located in Dakshina Kannada, Karnataka. It offers comprehensive higher education programs."
Canara Engineering College,CEC,,,3.8,368,Karnataka,Mangaluru,UGC Recognized,2004,FALSE,93.0,7.0,20.4,"Canara Engineering College is a renowned institution located in Mangaluru, Karnataka. It offers comprehensive higher education programs."
"Canara Welfare Trust, Divekar B.C.A. College",CWTDB,,,4.2,356,Karnataka,KARWAR,AICTE Approved,1971,FALSE,90.0,6.0,12.3,"Canara Welfare Trust, Divekar B.C.A. College is a renowned institution located in KARWAR, Karnataka. It offers comprehensive higher education programs."
Capital Engineering College (CEC),CEC,,,4.4,128,Odisha,Bhubaneswar,Private Autonomous,1998,FALSE,82.8,6.2,29.5,"Capital Engineering College (CEC) is a renowned institution located in Bhubaneswar, Odisha. It offers comprehensive higher education programs."
Career College,CC,,,4.4,448,Madhya Pradesh,Bhopal,State University Affiliated,1977,FALSE,69.9,7.3,13.1,"Career College is a renowned institution located in Bhopal, Madhya Pradesh. It offers comprehensive higher education programs."
Career Law College,CLC,,,3.8,197,Madhya Pradesh,Bhopal,AICTE Approved,1969,FALSE,71.8,6.1,29.8,"Career Law College is a renowned institution located in Bhopal, Madhya Pradesh. It offers comprehensive higher education programs."
Career Point University,CPU,,,4.6,349,Himachal Pradesh,Hamirpur,State University Affiliated,1992,FALSE,81.0,7.0,21.3,"Career Point University is a renowned institution located in Hamirpur, Himachal Pradesh. It offers comprehensive higher education programs."
"Carmel College, Mala",CCM,,,3.6,35,Kerala,Thrissur,Central University Affiliated,1997,FALSE,55.1,7.0,27.7,"Carmel College, Mala is a renowned institution located in Thrissur, Kerala. It offers comprehensive higher education programs."
Catholicate College,CC,,,4.1,209,Kerala,Pathanamthitta,UGC Recognized,1982,FALSE,95.4,5.4,16.0,"Catholicate College is a renowned institution located in Pathanamthitta, Kerala. It offers comprehensive higher education programs."
Caussanel College of Arts and Science,CCOAA,,,4.5,431,Tamil Nadu,Ramanathapuram,AICTE Approved,1988,FALSE,65.6,7.1,15.9,"Caussanel College of Arts and Science is a renowned institution located in Ramanathapuram, Tamil Nadu. It offers comprehensive higher education programs."
Cauvery College,CC,,,4.0,333,Karnataka,Kodagu,State University Affiliated,1969,FALSE,84.9,4.2,12.2,"Cauvery College is a renowned institution located in Kodagu, Karnataka. It offers comprehensive higher education programs."
"Cauvery College for Women, Tiruchirappalli",CCFWT,,,4.7,108,Tamil Nadu,Tiruchirappalli,State University Affiliated,1996,FALSE,59.1,3.7,12.9,"Cauvery College for Women, Tiruchirappalli is a renowned institution located in Tiruchirappalli, Tamil Nadu. It offers comprehensive higher education programs."
Central Institute of Business Management Research & Development,CIOBM,,,4.3,217,Maharashtra,Nagpur,State University Affiliated,1978,FALSE,68.6,3.7,5.6,"Central Institute of Business Management Research & Development is a renowned institution located in Nagpur, Maharashtra. It offers comprehensive higher education programs."
"Central Institute of Plastics Engineering & Technology, Ahmadabad",CIOPE,,,4.8,119,Gujarat,Ahmadabad,State University Affiliated,1984,FALSE,82.7,3.5,16.7,"Central Institute of Plastics Engineering & Technology, Ahmadabad is a renowned institution located in Ahmadabad, Gujarat. It offers comprehensive higher education programs."
"Central Institute of Plastics Engineering & Technology, Lucknow",CIOPE,,,3.4,422,Uttar Pradesh,Lucknow,State University Affiliated,1970,FALSE,66.1,6.5,18.8,"Central Institute of Plastics Engineering & Technology, Lucknow is a renowned institution located in Lucknow, Uttar Pradesh. It offers comprehensive higher education programs."
"Central Institute of Plastics Engineering and Technology, Chennai",CIOPE,,,4.5,322,Tamil Nadu,Chennai,AICTE Approved,1962,FALSE,98.1,4.7,20.0,"Central Institute of Plastics Engineering and Technology, Chennai is a renowned institution located in Chennai, Tamil Nadu. It offers comprehensive higher education programs."
Central Institute of Psychiatry,CIOP,,,4.4,169,Jharkhand,Ranchi,State University Affiliated,1954,FALSE,67.9,6.7,10.8,"Central Institute of Psychiatry is a renowned institution located in Ranchi, Jharkhand. It offers comprehensive higher education programs."
Central Institute of Technology,CIOT,,,3.6,423,Assam,Kokrajhar,UGC Recognized,1990,FALSE,77.7,3.9,9.5,"Central Institute of Technology is a renowned institution located in Kokrajhar, Assam. It offers comprehensive higher education programs."
Central University of Haryana,CUOH,,,4.1,445,Haryana,Mahendergarh,UGC Recognized,1984,FALSE,58.8,3.7,12.8,"Central University of Haryana is a renowned institution located in Mahendergarh, Haryana. It offers comprehensive higher education programs."
Central University of Jammu,CUOJ,,,4.3,244,Jammu and Kashmir,Jammu,Private Autonomous,1962,FALSE,87.3,5.1,22.7,"Central University of Jammu is a renowned institution located in Jammu, Jammu and Kashmir. It offers comprehensive higher education programs."
Central University of Kashmir,CUOK,,,4.8,233,Jammu and Kashmir,Ganderbal,UGC Recognized,1974,FALSE,62.2,4.0,13.5,"Central University of Kashmir is a renowned institution located in Ganderbal, Jammu and Kashmir. It offers comprehensive higher education programs."
Central University of Orissa,CUOO,,,4.7,92,Odisha,Koraput,Central University Affiliated,1977,FALSE,87.0,6.0,21.6,"Central University of Orissa is a renowned institution located in Koraput, Odisha. It offers comprehensive higher education programs."
Central University of Punjab,CUOP,,,4.6,294,Punjab,Bathinda,Central University Affiliated,1981,FALSE,91.9,5.3,23.6,"Central University of Punjab is a renowned institution located in Bathinda, Punjab. It offers comprehensive higher education programs."
Central University of Tamil Nadu,CUOTN,,,3.9,219,Tamil Nadu,Tiruvarur,Central University Affiliated,1964,FALSE,65.8,4.5,12.2,"Central University of Tamil Nadu is a renowned institution located in Tiruvarur, Tamil Nadu. It offers comprehensive higher education programs."
Centre for Management Studies,CFMS,,,4.8,450,Assam,Dibrugarh,State University Affiliated,1989,FALSE,72.2,5.4,15.3,"Centre for Management Studies is a renowned institution located in Dibrugarh, Assam. It offers comprehensive higher education programs."
"Centre for Studies In Rural Management, Gujarat Vidyapith",CFSIR,,,4.4,234,Gujarat,Randheja,UGC Recognized,1966,FALSE,60.4,4.5,21.3,"Centre for Studies In Rural Management, Gujarat Vidyapith is a renowned institution located in Randheja, Gujarat. It offers comprehensive higher education programs."
Centurion University of Technology,CUOT,205,2024,3.8,411,Odisha,Paralakhemundi,Private Autonomous,1961,FALSE,61.3,6.1,23.0,"Centurion University of Technology is a renowned institution located in Paralakhemundi, Odisha. It offers comprehensive higher education programs."
Centurion University of Technology and Management,CUOTA,,,4.9,169,Odisha,Paralakhemundi,Central University Affiliated,1988,FALSE,63.0,4.0,18.3,"Centurion University of Technology and Management is a renowned institution located in Paralakhemundi, Odisha. It offers comprehensive higher education programs."
Ch. Devi Lal State Institute of Engineering,CDLSI,,,4.1,439,Haryana,Sirsa,State University Affiliated,2011,FALSE,57.9,6.9,22.3,"Ch. Devi Lal State Institute of Engineering is a renowned institution located in Sirsa, Haryana. It offers comprehensive higher education programs."
"Ch.S.D.St.Theresa's College for Women (A), Eluru",CCFWE,,,4.6,348,Andhra Pradesh,Eluru,State University Affiliated,1967,FALSE,79.9,4.0,6.2,"Ch.S.D.St.Theresa's College for Women (A), Eluru is a renowned institution located in Eluru, Andhra Pradesh. It offers comprehensive higher education programs."
Chadalawada Ramanamma Engineering College,CREC,,,3.5,233,Andhra Pradesh,Tirupati,AICTE Approved,2001,FALSE,61.4,5.8,10.8,"Chadalawada Ramanamma Engineering College is a renowned institution located in Tirupati, Andhra Pradesh. It offers comprehensive higher education programs."
Chaitanya (Deemed to be University),CTBU,,,4.1,181,Telangana,Warangal,Central University Affiliated,2010,FALSE,78.6,5.0,19.9,"Chaitanya (Deemed to be University) is a renowned institution located in Warangal, Telangana. It offers comprehensive higher education programs."
Chaitanya Bharathi Institute of Technology,CBIOT,166,2024,4.1,144,Telangana,Hyderabad,Private Autonomous,1972,FALSE,94.4,6.1,18.4,"Chaitanya Bharathi Institute of Technology is a renowned institution located in Hyderabad, Telangana. It offers comprehensive higher education programs."
Chaitanya Bharathi Institute of Technology,CBIOT,,,3.6,340,Andhra Pradesh,Proddatur,UGC Recognized,1981,FALSE,76.2,7.2,22.0,"Chaitanya Bharathi Institute of Technology is a renowned institution located in Proddatur, Andhra Pradesh. It offers comprehensive higher education programs."
Chaitanya Degree College,CDC,,,4.7,191,Andhra Pradesh,Gannavaram,UGC Recognized,1981,FALSE,88.3,4.1,13.9,"Chaitanya Degree College is a renowned institution located in Gannavaram, Andhra Pradesh. It offers comprehensive higher education programs."
Chaitanya Degree College for Women,CDCFW,,,4.3,54,Andhra Pradesh,Visakhapatnam,Central University Affiliated,1990,FALSE,86.5,5.4,9.6,"Chaitanya Degree College for Women is a renowned institution located in Visakhapatnam, Andhra Pradesh. It offers comprehensive higher education programs."
Chalapathi Institute of Engineering and Technology,CIOEA,,,4.0,265,Andhra Pradesh,Guntur,Private Autonomous,1999,FALSE,77.7,7.4,13.6,"Chalapathi Institute of Engineering and Technology is a renowned institution located in Guntur, Andhra Pradesh. It offers comprehensive higher education programs."
"Chalmeda Ananda Rao Institute of Medical Sciences, Karimnagar",CARIO,,,3.4,114,Telangana,Karimnagar,Central University Affiliated,1983,FALSE,61.3,6.0,9.4,"Chalmeda Ananda Rao Institute of Medical Sciences, Karimnagar is a renowned institution located in Karimnagar, Telangana. It offers comprehensive higher education programs."
Chaman Lal Mahavidhyalya,CLM,,,4.1,23,Uttarakhand,Roorkee,UGC Recognized,2005,FALSE,75.8,6.3,23.7,"Chaman Lal Mahavidhyalya is a renowned institution located in Roorkee, Uttarakhand. It offers comprehensive higher education programs."
"Chanakya Education Societys Indira College of Commerce & Science, Pune",CESIC,,,4.4,43,Maharashtra,Pune,Central University Affiliated,2011,FALSE,78.0,6.9,12.2,"Chanakya Education Societys Indira College of Commerce & Science, Pune is a renowned institution located in Pune, Maharashtra. It offers comprehensive higher education programs."
Chanakya National Law University,CNLU,,,4.6,326,Bihar,Patna,Private Autonomous,1980,FALSE,70.4,5.6,17.6,"Chanakya National Law University is a renowned institution located in Patna, Bihar. It offers comprehensive higher education programs."
Chandernagore College,CC,,,3.6,286,West Bengal,Hugli,State University Affiliated,1960,FALSE,90.2,7.1,25.7,"Chandernagore College is a renowned institution located in Hugli, West Bengal. It offers comprehensive higher education programs."
Chandidas Mahavidyalaya,CM,,,4.7,230,West Bengal,Bolpur,AICTE Approved,1951,FALSE,68.2,6.3,27.7,"Chandidas Mahavidyalaya is a renowned institution located in Bolpur, West Bengal. It offers comprehensive higher education programs."
"Chandigarh Business school of Administration, Landran",CBSOA,,,3.8,122,Punjab,Sahibzada Ajit Singh Nagar,UGC Recognized,1984,FALSE,77.9,4.1,15.1,"Chandigarh Business school of Administration, Landran is a renowned institution located in Sahibzada Ajit Singh Nagar, Punjab. It offers comprehensive higher education programs."
Chandigarh College of Engineering & Technology,CCOET,,,4.4,255,Chandigarh,Chandigarh,Central University Affiliated,1992,FALSE,88.7,4.4,10.6,"Chandigarh College of Engineering & Technology is a renowned institution located in Chandigarh, Chandigarh. It offers comprehensive higher education programs."
Chandigarh Engineering College,CEC,139,2024,3.7,366,Punjab,Sahibzada Ajit Singh Nagar,Central University Affiliated,1963,FALSE,78.4,6.4,14.8,"Chandigarh Engineering College is a renowned institution located in Sahibzada Ajit Singh Nagar, Punjab. It offers comprehensive higher education programs."
Chandigarh Engineering College Jhanjeri,CECJ,,,4.9,290,Punjab,Sahibzada Ajit Singh Nagar,UGC Recognized,2012,FALSE,89.3,4.0,7.3,"Chandigarh Engineering College Jhanjeri is a renowned institution located in Sahibzada Ajit Singh Nagar, Punjab. It offers comprehensive higher education programs."
"Chandigarh School of Business, Jhanjeri",CSOBJ,,,3.7,197,Punjab,Sahibzada Ajit Singh Nagar,AICTE Approved,1967,FALSE,78.0,7.1,21.4,"Chandigarh School of Business, Jhanjeri is a renowned institution located in Sahibzada Ajit Singh Nagar, Punjab. It offers comprehensive higher education programs."
Chandigarh University,CU,40,2024,3.8,209,nan,nan,Central University Affiliated,1983,TRUE,90.4,19.6,53.6,"Chandigarh University is a renowned institution located in nan, nan. It offers comprehensive higher education programs."
Chandigarh University,CU,,,3.9,32,Punjab,Mohali,Private Autonomous,1972,FALSE,78.4,5.2,16.3,"Chandigarh University is a renowned institution located in Mohali, Punjab. It offers comprehensive higher education programs."
Chandragupt Institute of Management Patna,CIOMP,,,4.7,333,Bihar,Patna,UGC Recognized,1993,FALSE,85.2,4.4,12.5,"Chandragupt Institute of Management Patna is a renowned institution located in Patna, Bihar. It offers comprehensive higher education programs."
Chandraketugarh sahidullah Smriti Mahavidyalaya,CSSM,,,4.6,209,West Bengal,Deganga,Central University Affiliated,1981,FALSE,81.5,6.7,27.5,"Chandraketugarh sahidullah Smriti Mahavidyalaya is a renowned institution located in Deganga, West Bengal. It offers comprehensive higher education programs."
